body,title
"

No solo resultados falsos de pruebas COVID, también certificados de vacunación falsos se pueden comprar en el centro de CDMX, según un reportaje especial del periódico El Universal. El mercado negro alrededor de la pandemia por COVID-19 no hace sino crecer.


De acuerdo con el reportaje, en la plaza de Santo Domingo, una popular zona en el centro de Ciudad de México, hay personas quienes ofrecen a los transeuntes certificados falsos de vacunación contra COVID-19 por entre 500 y 600 pesos. El Universal comprobó durante un recorrido por la zona la venta de estos documentos apócrifos, e incluso entró en contacto con un falsificador para realizar la compra de uno. 
 











En Xataka México

Certificado de vacunación contra COVID en México: cómo tramitar y descargar en internet



""Aquí pura calidad porque entre lo chueco, lo más derecho"", declaró el falsificador al mencionar que el certificado de vacunación ""es el más solicitado"" entre las personas que no se quieren vacunar. Lo único que se necesita para el documento falso es, según la información, nombre, dirección, CURP, marca de la vacuna y fechas de vacunación, estas últimas según requiera el interesado. El certificado falso queda listo en menos de una hora, declara el reportaje. 

Sin embargo, este es solo uno de los falsificadores que laboran ilegalmente en Santo Domingo. El mismo reportaje explica que otro vendedor ofreció el certificado falso de vacunación con código QR e incluso el logotipo del Gobierno y Secretaría de Salud. Este es el más similar al certificado original, ya que cuenta con el código QR y demás datos oficiales. Sin embargo si bien tiene el nombre y CURP solicitados por el interesado, al escanear el código QR aparece el nombre de la persona a quien fue copiado, según el reporte. 

      Así se ve el certificado de vacunación oficial  
El certificado de vacunación contra COVID-19 fue presentado a principios de julio como un comprobante oficial de que se ha recibido la inoculación contra el virus, para que en caso de viajar no se tenga problemas con el acceso a ciertos territorios. Se puede obtener por internet y de manera completamente gratuita.















    Compartir
    
           Certificados falsos de vacunación contra COVID-19 se pueden comprar en el centro de CDMX por 500 pesos, según reporte
         


Facebook
Twitter
Flipboard
E-mail



Temas

Medicina y Salud


México
CDMX
Coronavirus
Coronavirus en México




","
         Certificados falsos de vacunación contra COVID-19 se pueden comprar en el centro de CDMX por 500 pesos, según reporte   "
"

A finales del año pasado se lanzó en México el Game & Watch: Super Mario Bros. celebrando el 35 aniversario de esta línea de videojuegos del personaje de Nintendo. Hace alguna semanas se realizó el E3 2021 y con este nos enteramos de una nueva versión.

En esta ocasión es para celebrar el 35 aniversario de 'The Legend of Zelda', la legendaria saga creada por Shigeru Miyamoto y estará disponible el próximo 12 de noviembre por 1,299 pesos. Ahora mismo ya se puede apartar en Amazon México.
 











Recordemos que en esta tienda no hay que pagar un solo peso por el momento, ya que Amazon intenta realiza el cobro hasta que intenta enviar el producto, lo cual normalmente es un día antes de su fecha de salida.

Además, los usuarios que tengan Amazon Prime pueden recibirlo en la fecha de lanzamiento. El envío es gratis para todos los usuarios y con la garantía de precio de preventa, si llega a bajar de precio, nuestra orden se actualizará con el nuevo.

    
A diferencia de la versión anterior, esta consola viene en colores dorado y verde y tenemos una distribución diferente de botones, agregando ""Select"" y ""Star"" justo por encima de ""B"" y ""A"". Fuera de esto, cuenta con las mismas especificaciones técnicas.

La gran diferencia es que ahora este incluirá tres juegos de la franquicia: 'The Legend of Zelda' y 'Zelda II: The Adventure of Link' para NES, 'The Legend of Zelda: Link's Awakening' para Game Boy y una reedición de 'Vermir' para Game & Watch ahora con Link como personaje.

También regresa el reloj y se añade una función de cronómetro, pero en esta ocasión serán interactivos, ya que podremos estar peleando con algunos enemigos en estas pantallas. Curiosamente, esta versión será más barata, ya que el precio original de la anterior fue de 1,649 pesos.












        En Xataka México Selección publicamos las mejores ofertas en tecnología, videojuegos, coleccionables y demás categorías que estén en descuento en distintas tiendas en línea de México. El precio y disponibilidad del producto están sujetos a cambios sin previo aviso.
    

Algunos de los enlaces de esta publicación pueden pertenecer a un programa de afiliados. Ninguno de los artículos mencionados han sido propuestos ni por las marcas ni por las tiendas, siendo su introducción una decisión única del equipo de editores.
 




    Compartir
    
           El Game & Watch edición de 'The Legend of Zelda' ya se puede reservar en Amazon México por 1,299 pesos
         


Facebook
Twitter
Flipboard
E-mail



Temas

Videojuegos
Selección


Nintendo
Amazon México
The Legend of Zelda
Guía de compras




","
         El Game & Watch edición de 'The Legend of Zelda' ya se puede reservar en Amazon México por 1,299 pesos   "
"

No es un secreto que Altán Redes, la empresa que opera la Red Compartida bajo la cual funcionan más de una decena de operadores móviles, tiene problemas financieros desde hace meses. Aunque ha habido mucho ruido mediático, ahora Altán Redes confirma que está buscando protección contra bancarrota, a través de una figura en donde un juez proteja sus activos ante su incapacidad de pago.









XIAOMI REDMI 9A 2GB 32GB GRIS DESBLOQUEADO


PVP en Amazon México $2,148.00








Con el apoyo del gobierno de México
A la figura se le conoce como ""concurso mercantil"", y esencialmente es un tiempo extra para proteger los activos de una empresa, en lo que se reestructura financieramente y llega a nuevos acuerdos con sus proveedores. Altán no dice cuánto dinero debe, pero según Darío Celis que fue uno de los primeros en dar cuenta sobre el tema, asegura que la deuda ronda en los 30,000 millones de pesos, entre deuda bancaria y deuda a proveedores como Huawei y Nokia. 
 


    
Independientemente de la cifra, Altán Redes deberá conseguir que un juez conceda primero una investigación a sus finanzas. Si la investigación arroja que la protección es necesaria, entonces el juez declara el concurso mercantil, protege todos los activos de la compañía (cuentas bancarias, oficinas, infraestructura, etcétera) y le da un plazo a la empresa para que reestructure sus deudas, ya siempre con la supervisión del Instituto Federal de Especialistas de Concursos Mercantiles (Ifecom). La idea privilegiar la conciliación antes de la bancarrota de una empresa. 

Altán Redes dice que el origen de los problemas financieros está en ""los retos actuales a nivel global""
Altán Redes asegura en un comunicado que tiene ya tres millones de usuarios finales en todo el país a través de los operadores móviles virtuales, los mismos que han tenido un acelerado crecimiento en el último año. Según Altán, la empresa tiene el respaldo de sus accionistas y además del gobierno de México. Celis mientras tanto asegura en su columna para El Financiero que la instrucción no sería rescatarla financieramente, sino apoyar a Altán en su reestructura. 

    
El problema es que, dice Celis, casi todos los accionistas y prestamistas están alineados a un plan de reestructura, pero no así los proveedores tecnológicos, es decir, Huawei y Nokia. A ellos se les debería cerca de 800 millones de dólares. 

Altán representa una de las grandes promesas para acabar con la brecha digital en México. La Red Compartida que opera inició en operaciones en 2018 con el objetivo de llevar conectividad 4.5G a un 94.2% de la población en México para 2024. La licitación para gestionar la red fue obtenida por Altán cuya tarea a mediano plazo es dar cobertura al 70% de la población para 2022, con prioridad a zonas desconectadas y de alta marginación. 















    Compartir
    
           Altán Redes a un paso de la bancarrota: la empresa de la que dependen los OMVs en México busca renegociar sus millonarias deudas
         


Facebook
Twitter
Flipboard
E-mail



Temas

Telecomunicaciones


Reestructura
Altán




","
         Altán Redes a un paso de la bancarrota: la empresa de la que dependen los OMVs en México busca renegociar sus millonarias deudas   "
"

Xiaomi ha superado a Apple y es el segundo fabricante de smartphones del mundo, según Canalys. La firma de análisis publicó su reporte del segundo trimestre de 2021 y reveló un importante crecimiento de la cuota de mercado de Xiaomi, lo suficiente para superar a Apple.


Según las cifras de Canalys, Xiaomi tuvo un enorme crecimiento anual de 83%, lo que a su vez lo llevó a ocupar 17% del mercado mundial de smartphones. Con esta cifra supera el 14% de cuota de mercado alcanzado por Apple, empresa cuyo crecimiento anual fue de apenas 1%. 
 


De esta manera, Xiaomi superó por primera vez en su historia a Apple y se posiciona como el segundo fabricante de smartphones con más cuota de mercado de smartphones enviados durante el segundo trimestre del 2021. Este último detalle es importante pues posteriormente las cifras pueden cambiar, con el lanzamiento de nuevos dispositivos. Xiaomi celebró este logro con un tuit agradeciendo a sus Mi Fans el apoyo que han brindado a la compañía. 

We've moved up one more spot! Just in from @Canalys, we are now the 2nd largest smartphone brand worldwide in terms of shipments. This amazing milestone couldn't have been achieved without our beloved Mi Fans! #NoMiWithoutYouRT with ✌️from your Xiaomi smartphone :) pic.twitter.com/kKfuTK8K7J— Xiaomi (@Xiaomi) July 15, 2021 

Por otro lado, Samsung se mantiene a la cabeza del mercado con 19% de cuota, y crecimiento anual de 15%. Sin embargo, es importante notar que la brecha entre Samsung y Xiaomi es cada vez más pequeña. @UniverseIce, conocido filtrador, se atreve a predecir que si Samsung no cambia su estrategia, podría ser superado por Xiaomi y otros fabricantes chinos en los próximos diez trimestres, es decir dos años y medio. 

Finalmente, OPPO y vivo cierran el podio de los cinco fabricantes más grandes del mundo, cada uno con 10% de cuota de mercado y crecimientos de 28% y 27%, respectivamente. Este par de fabricante han mantenido crecimientos constantes durante los últimos trimestres, y amenazan peligrosamente las posiciones de la tabla. Además, ambas compañías han expandido su presencia en el mundo, vivo en México, así que es de esperar que muestren mejores resultados en próximos trimestres.

Sin embargo, tanto OPPO como vivo tienen mucho trabajo por delante para competir con Xiaomi en Latinoamérica. Según Canalys, Xiaomi incrementó los envíos de sus smartphones en la región en más de 300%, pero en contraste su precio de venta promedio es mucho más bajo comparado con Samsung y Apple, 40% y 75% respectivamente. 















    Compartir
    
           Xiaomi supera a Apple: es el segundo fabricante de smartphones más grande del mundo, solo detrás de Samsung, según Canalys
         


Facebook
Twitter
Flipboard
E-mail



Temas

Celulares y Smartphones


Samsung
Apple
Xiaomi




","
         Xiaomi supera a Apple: es el segundo fabricante de smartphones más grande del mundo, solo detrás de Samsung, según Canalys   "
"

Valve nos acaba de sorprender con Steam Deck, su consola híbrida que tiene una inspiración evidente en el Nintendo Switch, pero con la diferencia que correrá todos los títulos de Steam en PC.

Aclararon que lo único que se necesitará será iniciar sesión con nuestra cuenta de Steam para que aparezca la misma biblioteca que tenemos en PC. 
 











Características de Steam Deck
      Steam Deck        Pantalla   7 pulgadas     Tipo de pantalla   LCD     Resolución   1280 x 800     APU   AMD     CPU   Zen 3 4c/8t, 2.4-3.5     GPU   8 RDNA 2 CUs, 1-1.6     GHz   Hasta 1.6 TFlops FP32     Potencia APU   4-15 W     RAM   16 GB LPFFR5     Duración de la batería   Hasta 8 horas, dependiendo el juego    

Todos los juegos de PC, en modo portátil
Valve señaló que para la creación de la consola se asociaron con AMD para crear una APU personalizada y optimizada para los juegos portátiles, combinando el procesamiento Zen 2 + RFNA 2 para asegurar el rendimiento de los títulos catalogados como AAA.








Nintendo Switch Lite - Turquesa


PVP en Amazon México $4,799.00








    
Respecto a los sticks analógicos, mencionan que fueron creados para tener sesiones de juego muy largas, priorizando que el tamaño y la distancia de los botones hagan que la mayoría de los usuarios se pueda adaptar.

En la parte frontal contaremos con dos palancas colocadas del lado izquierdo y derecho, además de la clásica cruceta que estará colocada del lado izquierdo de uno de los joystick. Contaremos con los botones clásicos X,Y,A y B, además de accesos a los menús y paneles táctiles para desplazarnos por el menú.

    
En la parte superior tendemos el R1, R2, L1, L2, mientras en la parte trasera también tendremos otros cuatro botones para personalizarlos a funciones específicas.

La consola es híbrida porque también existe un diminuto dock para poder mandar la imagen de la consola directamente a una pantalla o monitor. Aclararon que se venderá por separado y se darán más detalles en un futuro.

    
Precio y disponibilidad del Steam Deck
Su lanzamiento se tiene planeado para algún momento de diciembre y contará con tres diferentes versiones.

Steam Deck de 64 GB eMMC

Estuche de transporte
Precio: 399 dólares

Steam Deck de 256 GB NVMe SSD

Almacenamiento más rápido
Estuche de transporte
Lote de perfil exclusivo de la comunidad Steam
Precio: 529 dólares

Steam Deck de 512 GB NVMe SSD

Almacenamiento más rápido
Pantalla antirreflectante de primera calidad
Estuche de transporte exclusivo
Lote de perfil exclusivo de la comunidad Steam
Teclado virtual con tema exclusivo
Precio: 649 dólares

    
La empresa mencionó que los únicos países considerados para el lanzamiento son Estados Unidos, Canadá, Reino Unido y la Unión Europea.

Recordemos que es el primer intento de Steam por competir con el mercado de consolas, en 2015 lanzaron las Steam Machines, una especie de consola y computadora que contaba con SteamOS como sistema operativo y algunos fabricantes decidieron unirse con diferentes modelos, al final no tuvo el impacto esperado.

    





    Compartir
    
           Steam Deck, el Nintendo Switch de Valve con procesador AMD, SSD de hasta 512 GB, dock para TV  y compatibilidad total con Steam
         


Facebook
Twitter
Flipboard
E-mail



Temas

Videojuegos


Steam




","
         Steam Deck, el Nintendo Switch de Valve con procesador AMD, SSD de hasta 512 GB, dock para TV  y compatibilidad total con Steam   "
"

Los números del tercer repunte siguen subiendo, así que CDMX está acelerando la vacunación y entre el 18 y el 26 de julio se vacunará a casi un millón de adultos entre 30 y 39 años de nueve alcaldías, es decir, todas las restantes que todavía no recibían primera dosis en ese grupo de edad. 


La meta es llegar a 914,180 personas en las alcaldías Tláhuac, Miguel Hidalgo, Azcapotzalco, Benito Juárez, Coyoacán, Gustavo A. Madero, Venustiano Carranza, Álvaro Obregón y Tlalpan. Será la jornada más intensa de vacunación hasta ahora pues además se completarán segundas dosis de todos los adultos de 50 a 59 años, al vacunar a 130,134 adultos de 50 a 59 años en Álvaro Obregón e Iztacalco. 
 


Hasta ahora se ha vacunado a personas de 30 a 39 años de Cuajimalpa, Magdalena Contreras, Milpa Alta, Cuauhtémoc, Xochimilco, Iztapalapa e Iztacalco
    
Los detalles todavía no fueron revelados. No será sino hasta mañana, sábado 17 de julio, cuando se dé a conocer el plan de vacunación completo para la próxima semana. Lo que sí se sabe es que mientras que en Tlalpan se aplicará AstraZeneca, en las otras ocho alcaldías se aplicarán dosis de Sputnik V. El día de mañana se darán a conocer las sedes y los calendarios por primera letra de apellido. 

Para las personas mayores de 30 años que perdieron su turno para vacunarse en su alcaldía, a partir del 20 de julio pueden acudir a cualquier sede de vacunación que esté aplicando primera dosis para conseguir su vacuna. 

Se reanudan pruebas en centros comerciales
A propósito del repunte de casos se está reanudando el programa de pruebas en centros comerciales a partir del 20 de julio. Los centros comerciales participantes son Parque Tezontle, Las Antenas, Perisur, Parque Viavallejo, Centro Santa Fe, Zentralia Churubusco, Chedraui Aragón, Chedraui Universidad y Chedraui Tenayuca. El horario será de martes a domingo de 11 de la mañana a tres de la tarde. En todas las plazas enlistadas habrá personal del IMSS para toma de muestras. 

El gobierno de la ciudad siguió haciendo llamado a usar cubrebocas dada la presencia de nuevas variantes que son más contagiosas. También recordó que la protección mas completa de la vacuna está disponible hasta 15 días después de la aplicación de la segunda dosis. 















    Compartir
    
           CDMX vacunará contra COVID a casi un millón de personas de 30 a 39 años en Tláhuac, Tlalpan, Coyoacán, y otras cinco alcaldías
         


Facebook
Twitter
Flipboard
E-mail



Temas

Medicina y Salud


Coronavirus
Coronavirus en México




","
         CDMX vacunará contra COVID a casi un millón de personas de 30 a 39 años en Tláhuac, Tlalpan, Coyoacán, y otras cinco alcaldías   "
"

Toques mágicos, una maldición y Eugenio Derbez: esos son ingredientes para la película inspirada en el popular juego de mesa de la lotería que está preparando Netflix con Derbez no solo protagonizando, sino también produciendo. 

La película ""contará la historia de un padre recientemente viudo que al buscar acercarse a sus hijos tendrá que lidiar con más de lo que esperaba cuando una vieja lotería familiar cobra vida"", adelanta Netflix sobre la trama. Además agrega: ""La familia se aventurará en un viaje alrededor del mundo para descubrir los secretos de la lotería y así evitar que caiga en manos de un misterioso magnate con un malvado plan"". 
 










La lotería Millenial


PVP en Amazon México $231.83








Viejos conocidos
Netflix no tiene todavía fecha de estreno ni trailer, solo su primer arte oficial que es la imagen de portada. La imagen completa es la siguiente:

    
El director de la película será James Robin, quien estuvo a cargo de 'Dora y la Ciudad Perdida', 'Alicia a través del Espejo' y 'Los Muppets'. Mientras tanto en el guion estarán Roberto Orci y J.R. Orci, el primero conocido por su trabajo de guion en 'Transformers', 'Star Trek' y 'Misión Imposible III', y el segundo por estar más relacionado con el desarrollo de guion para series como 'The Blacklist' y 'Fringe'. 

En el apartado de producción es donde Derbez hace equipo con Ben Odell para 3Pass y también están** Eric y Kim Tannenbaum**. Dicho sea de paso, 3Pas estuvo detrás del reality 'De Viaje con los Derbez', y Eric y Kim Tannembaum antes han sido productores ejecutivos para series en NBC, ABC y TBS. Previamente los Tannenbau, Odell y Derbez trabajaron juntos en la serie 'Acapulco' para Apple. 

A decir de Netflix, la lotería es el juego de mesa y de actividades con más ventas en México.














    Compartir
    
           La lotería (sí, el juego de mesa) tendrá su propia película en Netflix México, y Eugenio Derbez será el protagonista
         


Facebook
Twitter
Flipboard
E-mail



Temas

Cine y TV


Netflix




","
         La lotería (sí, el juego de mesa) tendrá su propia película en Netflix México, y Eugenio Derbez será el protagonista   "
"

El panorama para la vaquita marina, el mamífero marino más pequeño del mundo y que solo se encuentra en el llamado Mar de Cortés, no es alentador. Hay nuevas reglas para el norte del Golfo de California, que se ha establecido como una zona de cero tolerancia por ser el refugio de la vaquita marina. Ahí se pesca de forma ilegal la totoaba, cuyos derivados se trafican fuera del país. En las redes, suele ocurrir, queda atrapada también la vaquita marina. 


No obstante, aunque las nuevas reglas siguen contemplando la zona de tolerancia cero, permiten hasta 65 embarcaciones en la zona, y hasta 500 metros de redes halladas en el mar. 
 









¿Nos ayudas? ¡Salvemos a los animales en peligro de extinción! - Libro de animales para concienciar a los niños de la importancia de cuidar el planeta y a sus habitantes


PVP en Amazon México $309.22








    
Sin tolerancia cero en la zona de tolerancia cero
La Secretaría de Agricultura y Desarrollo Rural a través de Conapesca y las secretarías de Medio Ambiente y Recursos Naturales y de Marina emitieron las reglas se expidieron la semana pasada. El documento detalla que habrá ""monitoreo, vigilancia continua y al menos 60% de los recursos disponibles humanos y materiales destinados al norte del Golfo de California"" si es que se encontraran hasta 20 embarcaciones por día. 

Si hubiera de 21 a 50 el único cambio es que se destinaría el 80% de recursos disponibles, y si hubiera hasta 65 embarcaciones por día se destinaría el 100% de recursos disponibles.

El cierre de áreas y prohibición de cualquier tipo de pesca aplica solo hasta que se encuentren más de 60 embarcaciones al mes. 

    
El documento que dice que ""prohíbe la presencia de cualquier equipo de pesca en la zona de cero tolerancia"" permite también el hallazgo de redes de pesca en el mar, siempre y cuando se recuperen. Si se encontraran hasta 500 metros de redes la operación normal será buscarlas en el mar y recogerlas. Solo si se encontraran más de 500 metros de redes se cerraría el área y se prohibiría cualquier tipo de pesca. 

    
Alex Olivera, representante para el Centro de Diversidad Biológica, dijo a AP que este es el final del concepto de cero tolerancia. ""Están esperando contar botes en un área de cero tolerancia, donde no debería haber un solo bote"".















    Compartir
    
           México abandona a la vaquita marina en peligro de extinción y abre la pesca en la zona protegida en Mar de Cortés
         


Facebook
Twitter
Flipboard
E-mail



Temas

Ecología y naturaleza


Vaquita Marina




","
         México abandona a la vaquita marina en peligro de extinción y abre la pesca en la zona protegida en Mar de Cortés   "
"

Según reportes que vienen desde Corea del Sur, los autos nuevos de Volkswagen ya integrarán Exynos Auto, el chipset de Samsung que procesa las plataformas de información y entretenimiento de algunos vehículos. De acuerdo con los rumores, la surcoreana suministra sus procesadores a VW desde enero.


El chipset en cuestión sería el Exynos Auto V9, el cual se usaría para la reproducción multimedia, navegación y control del estado del vehículo. Este procesador cuenta con ocho núcleos de CPU ARM Cortex-A76, una GPU ARM Mali-G76 MP18 y una NPU (Unidad de procesamiento neuronal, por sus siglas en inglés) integrada, características que le darían la capacidad de admitir hasta seis pantallas y hasta 12 cámaras en el vehículo y videos 4K a 120fps.
 


Exynos Auto fue lanzado en 2019 y el primer auto que lo adoptó fue el Audi A4 en su  plataforma de información y entretenimiento modular de alta especificación (MIB). Audi forma parte de Grupo Volkswagen, por lo que no es de extrañarse que ahora VW opte por los chips de Samsung.

      Exynos Auto 8890 fue el chipset que el Audi A4 integró en 2019.   
Apenas esta semana, Samsung presentó su primer sensor de imagen ISOCELL que está diseñado específicamente para automóviles y, de acuerdo con informes de publicaciones surcoreanas, será integrado en la próxima Cybertruck de Tesla.

Samsung incursiona cada vez más en el mercado automotriz; hasta ahora, además de los chipsets para Audi y VW, la compañía también fabrica pantallas OLED,  LED y baterías para automóviles eléctricos y entre sus clientes está también BMW.















    Compartir
    
           Los autos Volkswagen tendrán procesadores Exynos de Samsung, según reportes: moverán hasta seis pantallas y 12 cámaras
         


Facebook
Twitter
Flipboard
E-mail



Temas

Automóvil


Samsung
Volkswagen
Exynos
Audi




","
         Los autos Volkswagen tendrán procesadores Exynos de Samsung, según reportes: moverán hasta seis pantallas y 12 cámaras   "
"

Electronic Arts también decidió formar parte de la “tendencia” de adquirir estudios y en febrero compraron Codemasters con todas sus franquicias para añadir sus títulos de conducción a su enorme catálogo de juegos deportivos.

‘F1 2021’ llega de la mano de una nueva temporada de la Fórmula 1, con unas expectativas altas después de la entrega del año pasado, demostrando que no solo era un juego muy digno para la marca, sino uno de los grandes simuladores de los últimos años. 
 











Tuvimos la oportunidad de jugarlo, disfrutarlo y notar que ‘F1 2021’ es una experiencia que se debe conocer.

Una historia para contar
Iniciamos con la novedad principal, se trata de Braking Point, un modo historia protagonizado por Aiden Jackson, la gran ""promesa"" del automovilismo mundial, donde iniciaremos en su carrera final en la F2 antes de dar el gran salto al máximo circuito.

    
La trama no nos presenta ninguna novedad, la clásica historia del novato que deberá superar muchos obstáculos antes de lograr ser el referente de la Fórmula 1, eso significa tener conflictos con su compañero de equipo, provocar errores grandes, hasta robar los reflectores a las grandes figuras.

Tendremos muchos cinemas y en general la intención es buena, pero siempre los sentimos largos y con mucho relleno, también podremos consultar redes sociales, correos y hasta responder llamadas después de cada carrera, pero creemos que rompe en su totalidad la interacción.

Lo interesante del modo viene en la propuesta que nos ofrece, ya que no tendremos que enfrentar todas las carreras del modo historia, solo algunos fragmentos donde deberemos cumplir algunos objetivos para que la trama pueda seguir avanzando. Eso lo convierte en una especie de tutorial disfrazado, ideal para los que comienzan y todavía no conocen la infinidad de opciones.

    
Al debutar con un modo historia, las sensaciones generales son positivas, ya que existen muchos elementos para mejorar y que probablemente veamos en la edición de 2022. Lo único en lo que deben ajustar es en cómo cuentan la trama, los objetivos por carrera funcionan a la perfección.

Lo más interesante es que el modo historia nos puede ofrecer sin problema hasta ocho horas de juego.

Las físicas como los rivales a vencer
Los juegos de la saga se sienten diferentes a cualquier franquicia, por el tipo de competencia, circuitos y sobre todo físicas. Para la edición 2021 encontramos algunos cambios que se pueden considerar mínimos, pero que solicitarán una concentración total al conducir.

El ejemplo más claro es al tomar las curvas, si decidimos ""abrirnos"" un poco de la pista es probable que perdamos el control del auto, en ediciones anteriores esto no sucedía y permitía que algunos usuarios decidieran recortar parte de las curvas. Aquí ya no se podrá.

    
Este tipo de ajustes obliga a los usuarios a tomar las curvas lo más “realistas” posibles, por fortuna siempre podremos contar con la clásica guía que nos podrá indicar cuándo tenemos que dejar de pisar el acelerador.

Por otro lado, seguimos contando con infinidad de opciones que marcarán la estrategia de la carrera, saber cuándo solicitar la parada de pits o algo clave como el cambio de neumáticos, para hacer esas solicitudes no podremos dejar de avanzar. En esos puntos es donde el reto se hace fantástico, convirtiéndose en un simulador de la competencia.

Para amarrar, la inteligencia artificial de los rivales puede ser otro dolor de cabeza, realizando movimientos muy inteligentes para bloquear la entrada o en el caso de que nos quieran superar, nos presionaran para que provoquemos el mínimo error.

    
Suena muy complejo y en realidad lo es, por fortuna el estudio sabe que se tienen que adaptar a los diferentes usuarios, por ello crearon los estilos de conducción, contando con Casual, Estándar y Experto, donde se van añadiendo opciones en las dificultades más elevadas, mientras en los más sencillos aparecen los asistentes para dar mejor las curvas o para el frenado.

Un espacio para los expertos
Más allá de su modo historia, también seguirán los clásicos Mi Equipo y Piloto, pero con nuevos añadidos para los más exigentes. El más interesante sin duda es el sistema I+D con más opciones para personalizar a nuestro vehículo, como la posibilidad de simular los entrenamientos de manera automática, pero con un castigo en los puntos que recibiremos.

    
Lo mejor es que ahora sí podremos tener un compañero en la escudería con el modo dobles, donde un amigo en línea se podrá unir al equipo. Este añadido le da otro toque a la estrategia ya que deberemos pensar primero por el equipo y no necesariamente por llegar siempre en primer lugar.

Tocando el modo multijugador se mantienen los enfrentamientos en línea con diferentes variantes, pero pocas novedades. Tendremos el sistema de rango activo y el “clásico” pase de temporada con solamente elementos estéticos.

En general disputar una carrera en línea tiene su encanto ya que los rivales podrían ser más agresivos que la inteligencia artificial y sin duda le da frescura y muchas horas de juego.

El camino por la bandera a cuadros
Visualmente el juego no sufrió cambios visuales, se integró el ray tracing, pero increíblemente solo se encuentra habilitado en las repeticiones y expositores. Increíble que un título que destaca siempre por los detalles gráficos no apostó por novedades para aprovechar también la nueva generación de consolas.

Respecto al doblaje de la historia tenemos el audio en castellano, lamentamos que no se haya realizado un trabajo para nuestra región, le hubiera dado un toque más atractivo. En el caso del audio sigue siendo impactante la cantidad de sonido que tendremos en nuestro entorno y cómo funcionan a la perfección para detectar al rival.

‘F1 2021’ destaca en muchos aspectos, siendo exigente para los expertos y un poco accesible para los usuarios nuevos en la franquicia. Lo mejor es que logran escalar la experiencia para que te genere interés dar un salto a un nivel más alto.

    
Es importante recordar que los juegos de Fórmula 1 se sienten totalmente diferentes a cualquier franquicia, contando con elementos de la competencia real que hacen única la experiencia de juego y acompañados con la maestría de Codemaster, probablemente no pueden estar en un mejor lugar.








F1 2021 - Standard Edition - PlayStation 5


PVP en Amazon México $1,499.00








‘F1 2021’ es un título que ningún amante del automovilismo debe dejar pasar y menos si cuentan con un volante listo para invertir cientos de horas. El futuro de la franquicia es alentador.
 




    Compartir
    
           Probamos 'F1 2021': la joya de conducción de Codemaster llega a EA con modo historia y unas físicas sorprendentes
         


Facebook
Twitter
Flipboard
E-mail



Temas

Videojuegos
Análisis


Electronics Arts




",
